Team1,Team2,Home,Away,Neutral,Pred
arizona st,ohio st,0,0,1,0.016869301120701504
arizona st,oklahoma,0,0,1,0.014747034737399734
arizona st,oklahoma st,0,0,1,0.02570281186732178
arizona st,old dominion,0,0,1,0.4482983205869504
arizona st,oral roberts,0,0,1,0.34927571106923466
arizona st,oregon,0,0,1,0.09961085722829667
arizona st,oregon st,0,0,1,0.34274142659077855
arizona st,pacific,0,0,1,0.4850327944679473
arizona st,penn,0,0,1,0.3973966392934606
arizona st,penn st,0,0,1,0.3618998591221035
arizona st,pepperdine,0,0,1,0.5897408071722472
arizona st,pitt,0,0,1,0.45851855267354014
arizona st,portland,0,0,1,0.2286154805145913
arizona st,portland st,0,0,1,0.6620686934606561
arizona st,prairie view,0,0,1,0.786033259677122
arizona st,presbyterian,0,0,1,0.7565211741147357
arizona st,princeton,0,0,1,0.08633313613572324
arizona st,providence,0,0,1,0.4968712888439115
arizona st,purdue,0,0,1,0.5501689233238892
arizona st,quinnipiac,0,0,1,0.2709992417758909
arizona st,radford,0,0,1,0.6425971739696376
arizona st,rhode island,0,0,1,0.31862034378295284
arizona st,rice,0,0,1,0.3754756225136037
arizona st,richmond,0,0,1,0.035950151068961045
arizona st,rider,0,0,1,0.6020922230781185
arizona st,robert morris,0,0,1,0.5177331350826831
arizona st,rutgers,0,0,1,0.4041063959360398
arizona st,s carolina st,0,0,1,0.814497358204695
arizona st,s dakota st,0,0,1,0.09050170889337053
arizona st,s illinois,0,0,1,0.753643590015683
arizona st,sacred heart,0,0,1,0.6205107542399644
arizona st,sam houston,0,0,1,0.5524673458628054
arizona st,samford,0,0,1,0.6804579794897999
arizona st,san diego,0,0,1,0.608212416845669
arizona st,san diego st,0,0,1,0.2240883862424999
arizona st,san francisco,0,0,1,0.42079131736052366
arizona st,san jose st,0,0,1,0.5973921341357246
arizona st,california-santa barbara,0,0,1,0.44718592642073857
arizona st,santa clara,0,0,1,0.5287559204993092
arizona st,sc upstate,0,0,1,0.7654330069469819
arizona st,se louisiana,0,0,1,0.23986004991144835
arizona st,se missouri st,0,0,1,0.7200888515687901
arizona st,seattle,0,0,1,0.7732206621264884
arizona st,seton hall,0,0,1,0.30837878986604916
arizona st,sf austin,0,0,1,0.16642539525735447
arizona st,siena,0,0,1,0.45965200197547745
arizona st,smu,0,0,1,0.4435898896167184
arizona st,south ala.,0,0,1,0.713249165099093
arizona st,south carolina,0,0,1,0.0052009532827469165
arizona st,south dakota,0,0,1,0.6238719025769671
arizona st,south fla.,0,0,1,0.1621282636443858
arizona st,southern miss,0,0,1,0.6399864426256916
arizona st,southern,0,0,1,0.5607691846690358
arizona st,southern utah,0,0,1,0.7083191136660383
arizona st,saint bonaventure,0,0,1,0.7237302242057378
arizona st,saint francis (pa),0,0,1,0.7419596467055415
arizona st,saint john`s,0,0,1,0.31937756799602735
arizona st,saint joseph's,0,0,1,0.18419777370067075
arizona st,saint louis,0,0,1,0.5585520486713649
arizona st,saint mary's,0,0,1,0.44221054557057365
arizona st,saint peter's,0,0,1,0.622790287562982
arizona st,stanford,0,0,1,0.28639328392203806
arizona st,stetson,0,0,1,0.530077566448095
arizona st,stony brook,0,0,1,0.5346937355998873
arizona st,syracuse,0,0,1,0.3904034718070829
arizona st,tcu,0,0,1,0.00725227221217901
arizona st,temple,0,0,1,0.3955572275383223
arizona st,tennessee,0,0,1,0.01735363550527478
arizona st,tennessee st,0,0,1,0.6440757562785606
arizona st,tennessee tech,0,0,1,0.28422128510376893
arizona st,texas,0,0,1,0.004846392312142492
arizona st,texas a&m,0,0,1,0.38746805956506863
arizona st,texas st,0,0,1,0.6129665261999683
arizona st,texas tech,0,0,1,0.36646949095982656
arizona st,tenn-martin,0,0,1,0.48940813498684416
arizona st,toledo,0,0,1,0.33689503104759316
arizona st,towson,0,0,1,0.5387446689022853
arizona st,troy,0,0,1,0.35778301993691863
arizona st,tulane,0,0,1,0.3417643059374545
arizona st,tulsa,0,0,1,0.3645066361424831
arizona st,tex.-pan american,0,0,1,0.5573839554289908
arizona st,texas southern,0,0,1,0.6358956291724909
arizona st,california-davis,0,0,1,0.33770368444031823
arizona st,california-irvine,0,0,1,0.37311292935657137
arizona st,cal riverside,0,0,1,0.504627904687364
arizona st,central florida,0,0,1,0.45937638166798955
arizona st,ucla,0,0,1,0.006242809161178894
arizona st,la.-lafayette,0,0,1,0.4364053171432789
arizona st,la-monroe,0,0,1,0.5251566409428406
arizona st,maryland-baltimore county,0,0,1,0.5343264847030155
arizona st,n.c. asheville,0,0,1,0.7467646305425416
arizona st,nc greensboro,0,0,1,0.3152402910898925
arizona st,nc wilmington,0,0,1,0.5861310730146245
arizona st,nevada-las vegas,0,0,1,0.2016138325956465
arizona st,southern california,0,0,1,0.005731210598319642
arizona st,texas arlington,0,0,1,0.46655848960510776
arizona st,texas san antonio,0,0,1,0.25715780036221036
arizona st,utah,0,0,1,0.03425893477481325
arizona st,utah st,0,0,1,0.718807979516426
arizona st,utah valley,0,0,1,0.4578779334358511
arizona st,texas-el paso,0,0,1,0.5719165973066874
arizona st,va commonwealth,0,0,1,0.413977803579682
arizona st,valparaiso,0,0,1,0.5751851689299947
arizona st,vanderbilt,0,0,1,0.027247278548519677
arizona st,vermont,0,0,1,0.2233353288800563
arizona st,villanova,0,0,1,0.3821252916778128
arizona st,virginia,0,0,1,0.31624055837636617
arizona st,virginia tech,0,0,1,0.23874218561388155
arizona st,estern carolina,0,0,1,0.547041128091361
arizona st,w illinois,0,0,1,0.4404548646969451
arizona st,w kentucky,0,0,1,0.3428217379080717
arizona st,w michigan,0,0,1,0.578891642692325
arizona st,wagner,0,0,1,0.7750361509992376
arizona st,wake forest,0,0,1,0.4054626741918559
arizona st,washington,0,0,1,0.09306139151049195
arizona st,washington st,0,0,1,0.39059988147757807
arizona st,weber st,0,0,1,0.5420088265308715
arizona st,west virginia,0,0,1,0.01679487330408479
arizona st,green bay,0,0,1,0.12885084146746806
arizona st,milwaukee,0,0,1,0.5854626455031564
arizona st,wichita st,0,0,1,0.5283836632008141
arizona st,william & mary,0,0,1,0.5386804216659302
arizona st,winthrop,0,0,1,0.6054773711674372
arizona st,wisconsin,0,0,1,0.43303941758138587
arizona st,wofford,0,0,1,0.4686165463713436
arizona st,wright st,0,0,1,0.6199663719556363
arizona st,wyoming,0,0,1,0.31606814610364414
arizona st,xavier,0,0,1,0.6437621030378667
arizona st,yale,0,0,1,0.7704351416214034
arizona st,youngstown st,0,0,1,0.6135994233896915
arizona st,cal baptist,0,0,1,0.6312855147678215
arizona st,north ala.,0,0,1,0.5353831301571407
arizona st,merrimack,0,0,1,0.5378534389127667
arizona st,bellarmine,0,0,1,0.49291583294245883
arizona st,dixie st,0,0,1,0.7109928563631638
arizona st,tarleton st,0,0,1,0.39136378842664565
arizona st,uc san diego,0,0,1,0.3861819640260818
arizona st,saint thomas (minn.),0,0,1,0.4594032305633653
arizona st,lindenwood,0,0,1,0.3950808215427223
arizona st,southern indiana,0,0,1,0.3927207220769784
arizona st,stonehill,0,0,1,0.6118992478827449
arizona st,le moyne,0,0,1,0.8385319386082455
ark little rock,ark pine bluff,0,0,1,0.709093050712772
ark little rock,arkansas,0,0,1,0.39979379771245827
ark little rock,arkansas st,0,0,1,0.19508035731157586
ark little rock,army,0,0,1,0.2784030223010135
ark little rock,auburn,0,0,1,0.22978052987806666
ark little rock,austin peay,0,0,1,0.4601156633802558
ark little rock,ball st,0,0,1,0.09749139138904418
ark little rock,baylor,0,0,1,0.00969135845965126
ark little rock,belmont,0,0,1,0.2541180787094196
ark little rock,bethune-cookman,0,0,1,0.5818552553710717
ark little rock,binghamton,0,0,1,0.37305683429408826
ark little rock,boise st,0,0,1,0.3062422950687202
ark little rock,boston college,0,0,1,0.24902704638483145
ark little rock,boston,0,0,1,0.5474038532614297
ark little rock,bowling green,0,0,1,0.3276869512430139
ark little rock,bradley,0,0,1,0.39463263722797337
ark little rock,brown,0,0,1,0.43991397031572216
ark little rock,bryant,0,0,1,0.43578883280883157
ark little rock,bucknell,0,0,1,0.3045890234743865
ark little rock,buffalo,0,0,1,0.1702061904377055
ark little rock,butler,0,0,1,0.3054879143078515
ark little rock,brigham young,0,0,1,0.2731482026414402
ark little rock,c michigan,0,0,1,0.4477549570690677
ark little rock,cal poly,0,0,1,0.493989014822183
ark little rock,california,0,0,1,0.04037538643566378
ark little rock,campbell,0,0,1,0.3062917870693826
ark little rock,canisius,0,0,1,0.5687168530631249
ark little rock,cent arkansas,0,0,1,0.2958135239606531
ark little rock,central conn,0,0,1,0.619005863696343
ark little rock,charleston so,0,0,1,0.5797651744679199
ark little rock,charlotte,0,0,1,0.47055968879388915
ark little rock,chattanooga,0,0,1,0.3696142031405553
ark little rock,chicago st,0,0,1,0.7564940649368146
ark little rock,cincinnati,0,0,1,0.27671232149685765
ark little rock,clemson,0,0,1,0.2228296467296439
ark little rock,cleveland st,0,0,1,0.1983171833257689
ark little rock,coastal car,0,0,1,0.2371544622446443
ark little rock,charleston,0,0,1,0.18631810356630843
ark little rock,colgate,0,0,1,0.20647564829224493
ark little rock,colorado,0,0,1,0.22141558954351845
ark little rock,colorado st,0,0,1,0.21039595610342987
ark little rock,columbia,0,0,1,0.062336580428156346
ark little rock,connecticut,0,0,1,0.003783180070305962
ark little rock,coppin st,0,0,1,0.40789922611624485
ark little rock,cornell,0,0,1,0.4637616431496147
ark little rock,creighton,0,0,1,0.049623375838509814
ark little rock,bakersfield,0,0,1,0.6902804511465879
ark little rock,cal st. fullerton,0,0,1,0.5265757969525376
ark little rock,cal st. northridge,0,0,1,0.700088566057223
ark little rock,cs sacramento,0,0,1,0.38580009200900284
ark little rock,dartmouth,0,0,1,0.5815551218780501
ark little rock,davidson,0,0,1,0.23904924176129816
ark little rock,dayton,0,0,1,0.31638088461924657
ark little rock,delaware,0,0,1,0.3912862338109327
ark little rock,delaware st,0,0,1,0.8344919668619561
ark little rock,denver,0,0,1,0.4289061342414088
ark little rock,depaul,0,0,1,0.42083542538803975
ark little rock,detroit,0,0,1,0.4801946924668894
ark little rock,drake,0,0,1,0.23445103888620392
ark little rock,drexel,0,0,1,0.35776186009559335
ark little rock,duke,0,0,1,0.008989533519881875
ark little rock,duquesne,0,0,1,0.24888968612483606
ark little rock,e illinois,0,0,1,0.3441818343733311
ark little rock,e kentucky,0,0,1,0.2930897483460023
ark little rock,e michigan,0,0,1,0.6702722271557007
ark little rock,e washington,0,0,1,0.45734456708131527
ark little rock,east carolina,0,0,1,0.3317721898682892
ark little rock,edwardsville,0,0,1,0.6320422370030564
ark little rock,elon,0,0,1,0.4588876615781088
ark little rock,east tenn. st.,0,0,1,0.34097811646676307
ark little rock,evansville,0,0,1,0.5933510276948423
ark little rock,f dickinson,0,0,1,0.21747604373594198
ark little rock,fairfield,0,0,1,0.05116471458931249
ark little rock,fl atlantic,0,0,1,0.44840161604585727
ark little rock,fgcu,0,0,1,0.08419131855008405
ark little rock,florida,0,0,1,0.18590194814633945
ark little rock,florida a&m,0,0,1,0.5242866118952999
ark little rock,fiu,0,0,1,0.43288377584986565
ark little rock,florida st,0,0,1,0.016430513089951075
ark little rock,fordham,0,0,1,0.37204985230765286
ark little rock,fresno st,0,0,1,0.3777791802574362
ark little rock,furman,0,0,1,0.44486583511638195
ark little rock,g washington,0,0,1,0.41652372872479543
ark little rock,ga southern,0,0,1,0.3723203440594012
ark little rock,gardner webb,0,0,1,0.5206338868987864
ark little rock,george mason,0,0,1,0.044622696331702086
ark little rock,georgetown,0,0,1,0.36089155292470076
ark little rock,georgia,0,0,1,0.31790200213148123
ark little rock,georgia st,0,0,1,0.4282078394066046
ark little rock,georgia tech,0,0,1,0.029718971696363537
ark little rock,gonzaga,0,0,1,0.2847674615453976
ark little rock,grambling,0,0,1,0.5275232906840897
ark little rock,grand canyon,0,0,1,0.07859339077995091
ark little rock,hampton,0,0,1,0.5763450120961646
ark little rock,harvard,0,0,1,0.032743920359827684
ark little rock,hawai'i,0,0,1,0.24273007666064506
ark little rock,high point,0,0,1,0.300943544484445
ark little rock,hofstra,0,0,1,0.5031755555091938
ark little rock,holy cross,0,0,1,0.2817680872040677
ark little rock,houston,0,0,1,0.4563288679458677
ark little rock,houston bap,0,0,1,0.6705646618210618
ark little rock,howard,0,0,1,0.3736007763374414
ark little rock,idaho,0,0,1,0.2722066947749219
ark little rock,idaho st,0,0,1,0.4985197454954092
ark little rock,il chicago,0,0,1,0.351556917173078
ark little rock,illinois,0,0,1,0.028306129525695403
ark little rock,illinois st,0,0,1,0.2550722983601693
ark little rock,incarnate word,0,0,1,0.44200314463741047
ark little rock,indiana,0,0,1,0.0538849441584613
ark little rock,indiana st,0,0,1,0.5361934766632406
ark little rock,iona,0,0,1,0.4717322664900344
ark little rock,iowa,0,0,1,0.030279183980725256
ark little rock,iowa st,0,0,1,0.057604752639566686
ark little rock,fort wayne,0,0,1,0.19001772095036645
ark little rock,indiana - purdue,0,0,1,0.5419342947560987
ark little rock,jackson st,0,0,1,0.5093853285886619
ark little rock,jacksonville,0,0,1,0.45732135595770906
ark little rock,jacksonville st,0,0,1,0.41532398181907143
ark little rock,james madison,0,0,1,0.197620190208703
ark little rock,kansas,0,0,1,0.27458172044765156
ark little rock,kansas st,0,0,1,0.007253723364480193
ark little rock,kennesaw,0,0,1,0.4682728981041653
ark little rock,kent,0,0,1,0.25251192455558347
ark little rock,kentucky,0,0,1,0.010422606651836887
ark little rock,la salle,0,0,1,0.5631231399225681
ark little rock,lafayette,0,0,1,0.5570075854288284
ark little rock,lamar,0,0,1,0.25161140752858124
ark little rock,lehigh,0,0,1,0.1211511481219976
ark little rock,liberty,0,0,1,0.13692166667231256
ark little rock,lipscomb,0,0,1,0.3386704336234309
ark little rock,long beach st,0,0,1,0.42106307674465887
ark little rock,longwood,0,0,1,0.3463770034292433
ark little rock,louisiana tech,0,0,1,0.4207234629131282
ark little rock,louisville,0,0,1,0.046735736725612265
ark little rock,loy marymount,0,0,1,0.4832370124616228
ark little rock,loyola (md),0,0,1,0.41171915086701544
ark little rock,loyola (il),0,0,1,0.47324634953606554
ark little rock,louisiana state,0,0,1,0.007078671152740254
ark little rock,ma lowell,0,0,1,0.6751690811252279
ark little rock,maine,0,0,1,0.41553657927962967
ark little rock,manhattan,0,0,1,0.34005985639626624
ark little rock,marist,0,0,1,0.3992593887876653
ark little rock,marquette,0,0,1,0.21113522848353503
ark little rock,marshall,0,0,1,0.45709151290964356
ark little rock,maryland,0,0,1,0.0179540308253655
ark little rock,massachusetts,0,0,1,0.2610542655137532
ark little rock,mcneese,0,0,1,0.6352594639896713
ark little rock,maryland - e. shore,0,0,1,0.5766971009218177
ark little rock,memphis,0,0,1,0.49432502957980456
ark little rock,mercer,0,0,1,0.5951096014358473
ark little rock,miami (fl),0,0,1,0.2517963129241918
ark little rock,miami (oh),0,0,1,0.2583517160505655
ark little rock,michigan,0,0,1,0.02246194832093106
ark little rock,michigan st,0,0,1,0.018326297038328603
ark little rock,minnesota,0,0,1,0.10756590757516488
ark little rock,mississippi,0,0,1,0.009318475444028935
ark little rock,mississippi st,0,0,1,0.03283487239159062
ark little rock,missouri,0,0,1,0.19567303433552832
ark little rock,missouri st,0,0,1,0.18100374468293123
ark little rock,monmouth,0,0,1,0.3750175617897525
ark little rock,montana,0,0,1,0.4531958588412177
ark little rock,montana st,0,0,1,0.09329494034727505
ark little rock,morehead st,0,0,1,0.6113331243624638
ark little rock,morgan st,0,0,1,0.588405495120903
ark little rock,miss valley st.,0,0,1,0.7439178678543861
ark little rock,mount saint mary`s,0,0,1,0.3483986811570235
ark little rock,middle tenn st,0,0,1,0.1638452883561501
ark little rock,murray st,0,0,1,0.08164015217919682
ark little rock,n colorado,0,0,1,0.3896421910146128
ark little rock,n dakota st,0,0,1,0.3034381529646719
ark little rock,n illinois,0,0,1,0.4448224760494253
ark little rock,n kentucky,0,0,1,0.4677903475080877
ark little rock,navy,0,0,1,0.2962354245536984
ark little rock,n. carolina a&t,0,0,1,0.28266596474407596
ark little rock,n.c. central,0,0,1,0.7793278202875263
ark little rock,n.c. state,0,0,1,0.012736457306375888
ark little rock,ne omaha,0,0,1,0.5677656106769134
ark little rock,nebraska,0,0,1,0.05602108004541774
ark little rock,nevada,0,0,1,0.42728444883080796
ark little rock,new hampshire,0,0,1,0.5173826147348938
ark little rock,new mexico,0,0,1,0.30619915066966996
ark little rock,new mexico st,0,0,1,0.37020348258196384
ark little rock,new orleans,0,0,1,0.6309562347772166
ark little rock,niagara,0,0,1,0.7903317783122431
ark little rock,nicholls,0,0,1,0.30273234616738903
ark little rock,n.j.i.t.,0,0,1,0.3653061018168181
ark little rock,norfolk st,0,0,1,0.13507693999380938
ark little rock,north carolina,0,0,1,0.01082788740657988
ark little rock,north dakota,0,0,1,0.4933174309274379
ark little rock,north florida,0,0,1,0.7060180285761309
ark little rock,north texas,0,0,1,0.2358346822975814
ark little rock,northeastern,0,0,1,0.73763363593473
ark little rock,northern ariz.,0,0,1,0.25139770432540515
ark little rock,northern iowa,0,0,1,0.28888272356485256
ark little rock,northwestern,0,0,1,0.37130681324386794
ark little rock,northwestern la,0,0,1,0.4129385781299633
ark little rock,notre dame,0,0,1,0.005327259390263683
ark little rock,oakland,0,0,1,0.6556582777938826
ark little rock,ohio,0,0,1,0.6968727173084617
ark little rock,ohio st,0,0,1,0.011903184427860205
ark little rock,oklahoma,0,0,1,0.010399078900610582
ark little rock,oklahoma st,0,0,1,0.018184316565092392
ark little rock,old dominion,0,0,1,0.36325211247438155
ark little rock,oral roberts,0,0,1,0.2736956262363184
ark little rock,oregon,0,0,1,0.07207230238611155
ark little rock,oregon st,0,0,1,0.26799297913842207
ark little rock,pacific,0,0,1,0.3980456695863009
ark little rock,penn,0,0,1,0.31646776053103975
ark little rock,penn st,0,0,1,0.2847835493446133
ark little rock,pepperdine,0,0,1,0.502291452440241
ark little rock,pitt,0,0,1,0.37284377632609544
ark little rock,portland,0,0,1,0.17223440771942652
ark little rock,portland st,0,0,1,0.5790314237504717
ark little rock,prairie view,0,0,1,0.7206021446793337
ark little rock,presbyterian,0,0,1,0.685674170226676
ark little rock,princeton,0,0,1,0.0622117287076087
ark little rock,providence,0,0,1,0.4094491255023624
ark little rock,purdue,0,0,1,0.46197981417401385
ark little rock,quinnipiac,0,0,1,0.20697005394090803
ark little rock,radford,0,0,1,0.5579697473384276
ark little rock,rhode island,0,0,1,0.24715428816597726
ark little rock,rice,0,0,1,0.2968120846700511
ark little rock,richmond,0,0,1,0.02551263244389778
ark little rock,rider,0,0,1,0.5151109586042364
ark little rock,robert morris,0,0,1,0.4297758304524977
ark little rock,rutgers,0,0,1,0.32254246848869234
ark little rock,s carolina st,0,0,1,0.755058152118619
ark little rock,s dakota st,0,0,1,0.065298845285484
ark little rock,s illinois,0,0,1,0.6823108889513766
ark little rock,sacred heart,0,0,1,0.5344425057848924
ark little rock,sam houston,0,0,1,0.4642900790562035
ark little rock,samford,0,0,1,0.5992039108799458
ark little rock,san diego,0,0,1,0.521505788031174
ark little rock,san diego st,0,0,1,0.16857978840770146
ark little rock,san francisco,0,0,1,0.3377686163117248
ark little rock,san jose st,0,0,1,0.5102192189874407
ark little rock,california-santa barbara,0,0,1,0.3622121998365598
ark little rock,santa clara,0,0,1,0.44063696604499003
ark little rock,sc upstate,0,0,1,0.6961375937679828
ark little rock,se louisiana,0,0,1,0.181357827664115
ark little rock,se missouri st,0,0,1,0.6436345311379014
ark little rock,seattle,0,0,1,0.7053402243038397
ark little rock,seton hall,0,0,1,0.23840615009883195
ark little rock,sf austin,0,0,1,0.12293728078132243
ark little rock,siena,0,0,1,0.3739116850543759
ark little rock,smu,0,0,1,0.3588559080789933
ark little rock,south ala.,0,0,1,0.6358713521317054
ark little rock,south carolina,0,0,1,0.003657078325656268
ark little rock,south dakota,0,0,1,0.5379983856033553
ark little rock,south fla.,0,0,1,0.11960190928845502
ark little rock,southern miss,0,0,1,0.5551687645252652
ark little rock,southern,0,0,1,0.47266633203068686
ark little rock,southern utah,0,0,1,0.6303005169503605
ark little rock,saint bonaventure,0,0,1,0.6477840148131905
ark little rock,saint francis (pa),0,0,1,0.668730912487071
ark little rock,saint john`s,0,0,1,0.24780343691848533
ark little rock,saint joseph's,0,0,1,0.1368279144871538
ark little rock,saint louis,0,0,1,0.4704244576419954
ark little rock,saint mary's,0,0,1,0.35757072176411764
ark little rock,saint peter's,0,0,1,0.5368531519560852
ark little rock,stanford,0,0,1,0.21982368823610005
ark little rock,stetson,0,0,1,0.44194491773564126
ark little rock,stony brook,0,0,1,0.4465228695259846
ark little rock,syracuse,0,0,1,0.31016571548095695
ark little rock,tcu,0,0,1,0.005102597617453736
ark little rock,temple,0,0,1,0.31480724932074
ark little rock,tennessee,0,0,1,0.01224671279587406
ark little rock,tennessee st,0,0,1,0.5595584698110324
ark little rock,tennessee tech,0,0,1,0.21800231927632924
ark little rock,texas,0,0,1,0.0034074063658332617
ark little rock,texas a&m,0,0,1,0.3075292510666204
ark little rock,texas st,0,0,1,0.5264929212091527
ark little rock,texas tech,0,0,1,0.2888201852932125
ark little rock,tenn-martin,0,0,1,0.4022492551633195
ark little rock,toledo,0,0,1,0.2629115916934117
ark little rock,towson,0,0,1,0.45055262236555066
ark little rock,troy,0,0,1,0.28115742750339173
ark little rock,tulane,0,0,1,0.2671423442139189
ark little rock,tulsa,0,0,1,0.28708476460011434
ark little rock,tex.-pan american,0,0,1,0.46924475950541616
ark little rock,texas southern,0,0,1,0.550790653035442
ark little rock,california-davis,0,0,1,0.2636132588734388
ark little rock,california-irvine,0,0,1,0.2947107991001688
ark little rock,cal riverside,0,0,1,0.416972040795207
ark little rock,central florida,0,0,1,0.3736519253231591
ark little rock,ucla,0,0,1,0.004391030011197474
ark little rock,la.-lafayette,0,0,1,0.35217508219817567
ark little rock,la-monroe,0,0,1,0.43708117140073804
ark little rock,maryland-baltimore county,0,0,1,0.4461581107601839
ark little rock,n.c. asheville,0,0,1,0.6743009128351906
ark little rock,nc greensboro,0,0,1,0.24426059828490126
ark little rock,nc wilmington,0,0,1,0.49856650329298746
ark little rock,nevada-las vegas,0,0,1,0.15059188137528576
ark little rock,southern california,0,0,1,0.004030569359075789
ark little rock,texas arlington,0,0,1,0.3804369153702674
ark little rock,texas san antonio,0,0,1,0.19552182100974294
ark little rock,utah,0,0,1,0.024300055550352893
ark little rock,utah st,0,0,1,0.6421776521916913
ark little rock,utah valley,0,0,1,0.372240569674616
ark little rock,texas-el paso,0,0,1,0.4839922252050943
ark little rock,va commonwealth,0,0,1,0.3315299529802678
ark little rock,valparaiso,0,0,1,0.4873303428221187
ark little rock,vanderbilt,0,0,1,0.019285944232767815
ark little rock,vermont,0,0,1,0.1679728870032918
ark little rock,villanova,0,0,1,0.30274395625712375
ark little rock,virginia,0,0,1,0.24511626471535106
ark little rock,virginia tech,0,0,1,0.18044788866066086
ark little rock,estern carolina,0,0,1,0.4588419756543575
ark little rock,w illinois,0,0,1,0.35593664709340234
ark little rock,w kentucky,0,0,1,0.26806291889655914
ark little rock,w michigan,0,0,1,0.4911251857094069
ark little rock,wagner,0,0,1,0.7074935587729433
ark little rock,wake forest,0,0,1,0.3237737373274143
ark little rock,washington,0,0,1,0.06719837566729894
ark little rock,washington st,0,0,1,0.31034230870537927
ark little rock,weber st,0,0,1,0.45380815283301323
ark little rock,west virginia,0,0,1,0.01185040314831719
ark little rock,green bay,0,0,1,0.09407315246278612
ark little rock,milwaukee,0,0,1,0.4978778059398127
ark little rock,wichita st,0,0,1,0.4402687865550157
ark little rock,william & mary,0,0,1,0.45048862062412226
ark little rock,winthrop,0,0,1,0.5186444941900882
ark little rock,wisconsin,0,0,1,0.3490564785187745
ark little rock,wofford,0,0,1,0.3823873977298902
ark little rock,wright st,0,0,1,0.533867406130908
ark little rock,wyoming,0,0,1,0.24496873658388538
ark little rock,xavier,0,0,1,0.5592213076920443
ark little rock,yale,0,0,1,0.7020422225724171
ark little rock,youngstown st,0,0,1,0.5271581439582396
ark little rock,cal baptist,0,0,1,0.5458725230274647
ark little rock,north ala.,0,0,1,0.4472078423791758
ark little rock,merrimack,0,0,1,0.4496650583424698
ark little rock,bellarmine,0,0,1,0.40562853498492873
ark little rock,dixie st,0,0,1,0.6333192026876404
ark little rock,tarleton st,0,0,1,0.3110293649077322
ark little rock,uc san diego,0,0,1,0.3063757756009862
ark little rock,saint thomas (minn.),0,0,1,0.3736772270254332
ark little rock,lindenwood,0,0,1,0.3143775147257077
ark little rock,southern indiana,0,0,1,0.31225066133380447
ark little rock,stonehill,0,0,1,0.525371826006148
ark little rock,le moyne,0,0,1,0.7847588069694839
ark pine bluff,arkansas,0,0,1,0.1890351980879498
ark pine bluff,arkansas st,0,0,1,0.07818275058600378
ark pine bluff,army,0,0,1,0.11895493433225511
ark pine bluff,auburn,0,0,1,0.09453162402294026
ark pine bluff,austin peay,0,0,1,0.2297286388922814
ark pine bluff,ball st,0,0,1,0.03642548304820457
ark pine bluff,baylor,0,0,1,0.0034129852471904243
ark pine bluff,belmont,0,0,1,0.10652531621770907
ark pine bluff,bethune-cookman,0,0,1,0.32748701815861686
ark pine bluff,binghamton,0,0,1,0.1723458477257145
ark pine bluff,boise st,0,0,1,0.13380654247274837
ark pine bluff,boston college,0,0,1,0.10397897248500583
ark pine bluff,boston,0,0,1,0.29738521862820144
ark pine bluff,bowling green,0,0,1,0.14571248507132017
ark pine bluff,bradley,0,0,1,0.18575279994183785
ark pine bluff,brown,0,0,1,0.2156027027591902
ark pine bluff,bryant,0,0,1,0.2127818638214089
ark pine bluff,bucknell,0,0,1,0.13290584052590068
ark pine bluff,buffalo,0,0,1,0.06697367876871402
ark pine bluff,butler,0,0,1,0.13339525636885882
ark pine bluff,brigham young,0,0,1,0.1162249371019867
ark pine bluff,c michigan,0,0,1,0.22102333307808608
ark pine bluff,cal poly,0,0,1,0.25464083091317247
ark pine bluff,california,0,0,1,0.014510171902899919
ark pine bluff,campbell,0,0,1,0.13383354296693864
ark pine bluff,canisius,0,0,1,0.315755052163592
ark pine bluff,cent arkansas,0,0,1,0.12816507751724357
ark pine bluff,central conn,0,0,1,0.3624753889570359
ark pine bluff,charleston so,0,0,1,0.325599164681764
ark pine bluff,charlotte,0,0,1,0.23724116994837716
ark pine bluff,chattanooga,0,0,1,0.17025243004355226
ark pine bluff,chicago st,0,0,1,0.5208844191403974
ark pine bluff,cincinnati,0,0,1,0.11807409579417487
ark pine bluff,clemson,0,0,1,0.09118765788361846
ark pine bluff,cleveland st,0,0,1,0.07967196364627138
ark pine bluff,coastal car,0,0,1,0.09811816726086578
ark pine bluff,charleston,0,0,1,0.07418715266543631
ark pine bluff,colgate,0,0,1,0.08345766108527163
ark pine bluff,colorado,0,0,1,0.09051169713715633
ark pine bluff,colorado st,0,0,1,0.08529331172356738
ark pine bluff,columbia,0,0,1,0.022735945749420627
ark pine bluff,connecticut,0,0,1,0.0013271850149787468
ark pine bluff,coppin st,0,0,1,0.19425059019896068
ark pine bluff,cornell,0,0,1,0.23233465105467788
ark pine bluff,creighton,0,0,1,0.01794451333813854
ark pine bluff,bakersfield,0,0,1,0.43818379728939577
ark pine bluff,cal st. fullerton,0,0,1,0.2801810743661754
ark pine bluff,cal st. northridge,0,0,1,0.44960979051758604
ark pine bluff,cs sacramento,0,0,1,0.1802036755749389
ark pine bluff,dartmouth,0,0,1,0.327215417158497
ark pine bluff,davidson,0,0,1,0.09904632697430213
ark pine bluff,dayton,0,0,1,0.13938334501769226
ark pine bluff,delaware,0,0,1,0.18364033710116606
ark pine bluff,delaware st,0,0,1,0.6382637678518055
ark pine bluff,denver,0,0,1,0.20812205592700142
ark pine bluff,depaul,0,0,1,0.202731042726314
